name,host_name,neighbourhood_group,room_type,price_per_minimum_night,review_rate_per_month
Light and Spacious your 1BR Fort Greene Apt Awaits,Jen,Brooklyn,Entire home/apt,72.5,0.02
"Cozy 1BD in PLG, Brooklyn!",Aaron,Brooklyn,Entire home/apt,33.333333333333336,4.050000000000001
Fort Greene Brooklyn 1 bedroom apt,Trey,Brooklyn,Entire home/apt,29.75,6.84
Charming Bohemian Bushwick Apt,Tuva,Brooklyn,Private room,12.0,0.02
PEACEFUL NYC 2-Bedroom FLAT,Mike,Manhattan,Entire home/apt,28.571428571428573,15.400000000000002
Cozy bedroom in the heart of Lower East Side,Elia,Manhattan,Private room,32.0,60.900000000000006
Master Bedroom in E.Village Triplex,Rocco,Manhattan,Private room,40.0,11.5
Brooklyn Oasis,Heather,Brooklyn,Private room,25.0,9.66
Boerum Hill Brownstone with Skylights,Stephanie,Brooklyn,Entire home/apt,95.0,6.96
New York Upper East Side Luxury Apt,Pete & Laurie,Manhattan,Entire home/apt,33.57142857142857,1.28
"Private, quiet spacious room with tons of sun!",Joshua,Queens,Private room,23.333333333333332,102.11999999999999
Amazing location! Cozy apartment!,Sara,Manhattan,Shared room,60.0,0.32
"Private, sunny room!",Bb,Manhattan,Private room,30.0,0.02
NEAR TIMES SQUARE & CENTRAL PARK!,Aditi,Manhattan,Private room,125.0,0.02
Spacious Williamsburg Retreat,Felipe,Brooklyn,Entire home/apt,60.0,1.28
Skyline View Piano Room,Melissa,Brooklyn,Private room,55.0,10.56
ROOM AVAILABLE IN PERFECT FLAT,Mauricio,Manhattan,Private room,75.0,0.02
Harlem Renaissance,Sachin,Manhattan,Entire home/apt,58.333333333333336,35.2
Comfy 2Bdr Railroad in Greenpoint,Osvaldo,Brooklyn,Entire home/apt,56.0,1.44
Stunning Pre-war Penthouse Studio ,Christopher,Manhattan,Entire home/apt,20.0,0.15000000000000002
RENTING SPACE IN WOODSIDE NYC,Ioanna,Queens,Shared room,105.0,10.260000000000002
Charming brownstone,Caylah,Brooklyn,Private room,35.0,0.15000000000000002
"Spacious bedroom,amazing location! ",Ashley,Manhattan,Private room,38.333333333333336,0.02
Cozy 2BR in the UES (MIN 30 DAYS),Elem,Manhattan,Entire home/apt,3.3,0.8999999999999999
1 BR with Steinway Grand Piano (30 Day Min),Joseph,Manhattan,Entire home/apt,40.0,317.87
Private Room w/ Patio Near L Train!,Ian,Brooklyn,Private room,45.0,1.28
Spacious Apt in Bushwick!,Vanessa,Brooklyn,Entire home/apt,17.5,2.64
LARGE QUEEN ROOM FOR THE HOLIDAYS,Yety,Brooklyn,Private room,8.666666666666666,0.02
"Luxury Astoria 1BD apt, 20min from Manhattan",Vadim,Queens,Entire home/apt,50.0,84.42
"Bright, art-filled elevator apt, LES/Chinatown",Eddie,Manhattan,Entire home/apt,56.666666666666664,160.74
Cool artist apartment in Williamsburg/Bushwick,Henrique,Brooklyn,Entire home/apt,33.0,1.12
Cozy apartment in Brooklyn,Emelie,Brooklyn,Entire home/apt,22.5,2.64
VIEWS VIEWS VIEWS from Designer Apt,Danny,Brooklyn,Entire home/apt,87.5,14.0
Private Retreat on Central Park,Max,Manhattan,Entire home/apt,249.0,83.75
Ideal One Bedroom on UWS,Adam,Manhattan,Entire home/apt,80.0,0.66
Harlem Brownstone - It's Historic!,Leesa,Manhattan,Entire home/apt,125.0,362.09999999999997
Charming Upper West Side Studio,Anna,Manhattan,Entire home/apt,5.0,18.29
Bright Design Loft Perfect for Photoshoots,Ani,Manhattan,Entire home/apt,500.0,161.5
Cosy bedroom in Brooklyn duplex,Lauren,Brooklyn,Private room,25.0,4.35
"Spacious, sun filled village haven",Jennifer,Manhattan,Entire home/apt,50.0,0.05
Cozy Bedroom in Brooklyn,Nadine,Brooklyn,Private room,40.0,0.02
Charming 1BD Across from Park,Naomi,Brooklyn,Entire home/apt,82.0,0.02
Gorgeous Sunny Studio,Jane,Manhattan,Entire home/apt,3.1,4.64
Cozy home in south Williamsburg,Sacha,Brooklyn,Entire home/apt,14.285714285714286,0.8999999999999999
"Stylish 3,000 sq ft loft in TriBeCa",Yaroslav,Manhattan,Entire home/apt,500.0,1.5
Sunny and spacious private room,Yana,Brooklyn,Private room,65.0,3.12
Prime Williamsburg Loft Oasis with Garden!,Adam,Brooklyn,Entire home/apt,125.0,25.0
Beautiful Light Filled Apartment in New York City!,Kirac,Manhattan,Entire home/apt,130.0,0.24
Private 2-room space (ba and kitchen shared),Bohdana,Brooklyn,Private room,12.333333333333334,2.0
Hipster-Chic Bushwick Apartment,Sarah,Brooklyn,Private room,16.5,1.71
Beautiful Brooklyn Apartment Share (Purple Room),Emilia,Brooklyn,Private room,17.25,0.44999999999999996
Modern 1 BD near Prospect Park,Charles,Brooklyn,Entire home/apt,109.0,6.84
Bright & quiet 2 bedroom brownstone,Belle,Brooklyn,Entire home/apt,50.0,0.5
Greenwich Village w Private Garden,John,Manhattan,Private room,47.5,0.32
Room in Manhattan (Upper West Side),Umberto,Manhattan,Private room,3.5714285714285716,0.02
"Luxurious bed in a clean, cozy home",Christopher,Queens,Private room,60.0,93.60000000000001
great room in the best place,Nima,Brooklyn,Private room,44.0,0.15000000000000002
Spanish Harlem Apt,Olson,Manhattan,Entire home/apt,1999.8,0.02
M3 Hamilton's Hideaway Studio,Carol Gloria,Bronx,Entire home/apt,110.0,7.35
"Amazing, classy, safe & convenient!",Tessa,Manhattan,Private room,65.0,0.02
"Spacious, Cool 1-BD in Brooklyn",Juan-Pablo,Brooklyn,Entire home/apt,17.0,3.64
1BR Duplex in Heart of Brooklyn with 2 cats!!!,Amanda,Brooklyn,Entire home/apt,58.333333333333336,6.460000000000001
Spacious 1 Bedroom Apartment,Don,Brooklyn,Entire home/apt,31.0,51.48
Our home is your home.(Vegetarian),Mindy (...And I'M Jeff),Queens,Entire home/apt,187.5,19.8
Cozy Harlem Escape 20 mins to Times Square,Morgan Marie,Manhattan,Entire home/apt,33.333333333333336,349.65
"My home in West Village--Huge, Modern",Jeffrey,Manhattan,Entire home/apt,86.0,62.7
Huge Room in First Floor Brownstone,Daniel,Brooklyn,Private room,37.5,7.41
Williamsburg Carriage House w/ yard,David,Brooklyn,Entire home/apt,3.933333333333333,15.08
Quiet & Peaceful Upper West Escape,Mike,Manhattan,Entire home/apt,30.0,0.28
Charming UES 1bdr near Central Park,Stephanie,Manhattan,Entire home/apt,38.5,5.27
Bright & Spacious  in Williamsburg,Sila,Brooklyn,Entire home/apt,50.0,0.02
Urban sanctuary in the heart of NYC,Michael,Queens,Entire home/apt,75.0,0.02
West Village / Bleecker & Cornelia,Martina,Manhattan,Private room,72.5,169.26000000000002
Modern 2BR Apartment in Heart of East Village,Peter,Manhattan,Entire home/apt,125.0,2.2
Lovely Studio next to Park/Subway,Jesse,Brooklyn,Entire home/apt,20.0,10.56
Convenient clean downtown private room + BREAKFAST,Tang,Manhattan,Private room,155.0,1584.5300000000002
Sun-drenched 1BD in Upper East Side,Hernan & Chelsea,Manhattan,Private room,37.5,1239.2600000000002
Beautiful  Bedroom in Williamsburg,Bowie,Brooklyn,Private room,4.166666666666667,0.4
Enjoying New York like a local. Share my Apartment,Jin,Manhattan,Private room,125.0,110.23
Your own West Village/ Soho home,Ellie,Manhattan,Entire home/apt,66.66666666666667,2.1
Heaven On Riverside,Byron,Manhattan,Private room,45.0,4.8
Nirvana On Riverside,Byron,Manhattan,Private room,125.0,0.32
Perfect 1BD in Gramercy/Union Sq,Ben,Manhattan,Entire home/apt,99.5,0.21000000000000002
Bedroom w/Private Bath,Sheena,Brooklyn,Private room,44.5,351.66999999999996
"Clean | Green | Spacious
WB BK Sanctuary! 2BR/2BA",Katrina,Brooklyn,Entire home/apt,99.33333333333333,6.24
Studio apartment Midtown East in NY,Eveline,Manhattan,Entire home/apt,7.333333333333333,12.219999999999999
Cute & Cozy 1BR in the East Village,Neil,Manhattan,Entire home/apt,119.5,0.08
Beautiful and great located UES apt,Melisa,Manhattan,Entire home/apt,100.0,0.08
Sunny Room in Charming Bed-stuy Apartment,Laina,Brooklyn,Private room,6.2,0.02
Luxury Apt in Artsy Bushwick ,Shanna,Brooklyn,Private room,73.0,0.02
Comfy large room in Wash Heights,Nathan,Manhattan,Private room,35.0,1153.2
HUGE Beautiful Brooklyn Loft,Nicky,Brooklyn,Private room,2.52,2.0
Cute & Charming Studio W/ Private Outdoor Space NY,Mor,Manhattan,Entire home/apt,6.666666666666667,1.89
Beautiful Apt in the Center of NYC,Victoria,Manhattan,Entire home/apt,55.0,399.32000000000005
Roomy/sunny/quiet/fun/great locale,Ame,Brooklyn,Private room,47.5,356.40000000000003
"Tall Ceilings, Large Windows",Benjamin,Brooklyn,Entire home/apt,4.233333333333333,1.05
Beautiful Apt in West Harlem,Travis,Manhattan,Private room,16.666666666666668,1.2
Beautiful live/work Brooklyn artists loft,James,Brooklyn,Private room,6.444444444444445,0.08
Private Room with Own Entrance,Debbie,Queens,Private room,80.0,0.08
Large queen size bedroom in huge loft apt,Angie,Manhattan,Private room,36.5,4.95
Lovely and Immaculate Bushwick Apt,James,Brooklyn,Entire home/apt,6.066666666666666,0.03
"Clean, big  room in SoHo",Ela,Manhattan,Private room,3.3333333333333335,9.5
Cozy room mins from Central Park!,Curtis,Manhattan,Private room,17.333333333333332,630.5400000000001
Large room in two-story Brownstone,Tanya,Brooklyn,Private room,35.0,38.25
Charming Apartment Up in the Trees,Martin & Julia,Brooklyn,Entire home/apt,30.0,0.03
"Apt in Astoria, Queens.15min to NYC",Freda,Queens,Entire home/apt,15.285714285714286,217.35
Bright Brooklyn Bedroom next to Subway,Yalda,Brooklyn,Private room,3.1,0.22
Spacious queen size room; 15 min to Midtown NYC,Freda,Queens,Private room,7.0,0.4
Queen size bedroom. 15 min to NYC,Freda,Queens,Private room,8.333333333333334,5.78
3 Bedroom apartment & Yard next to Subway sleeps 6,Yinny,Brooklyn,Entire home/apt,25.8,41.76
Charming East Village/Gramercy Park Studio,Danielle,Manhattan,Entire home/apt,66.0,204.97
Five star large one bedroom!,Terry,Manhattan,Entire home/apt,185.0,264.99
1BR 2-blocks from BK Museum,Jeremy,Brooklyn,Entire home/apt,130.0,1.44
Sunny and Quiet Williamsburg Room,Masha,Brooklyn,Private room,50.0,17.6
Private Apartment In Heart Of Brooklyn,Matt,Brooklyn,Private room,75.0,0.02
"Private Studio On Roof, Private bath + Deck",Mia,Brooklyn,Private room,18.0,217.20999999999998
A Cozy Studio in Clinton Hill,Takako,Brooklyn,Entire home/apt,27.5,3.5
Sunny Bedroom in BK,Helena S,Brooklyn,Private room,32.5,1.2
Lovely Large Room with Private Bathroom,Paul,Manhattan,Private room,49.0,187.68
Modern (Website hidden by Airbnb) Sq Apt!,Idris,Manhattan,Entire home/apt,133.33333333333334,32.34
"Super Clean, Quiet & Spacious Room",Troy,Queens,Private room,10.333333333333334,0.6900000000000001
Private floor and entrance in townhouse,Marc & Farnoosh,Queens,Private room,70.0,17.08
Two story apt with rooftop terrace,Amy,Manhattan,Entire home/apt,125.0,11.04
"600 SF appartment in NYC, Manhattan",Alexander,Manhattan,Entire home/apt,39.166666666666664,3.25
SOHO GALLERY,Indi,Manhattan,Entire home/apt,2400.0,0.1
Affordable room in a friendly house,Toby,Manhattan,Private room,1.75,0.08
Cool Room in NYC,Gabriel,Manhattan,Private room,3.823529411764706,10.8
Charming LES studio w/ BBQ patio,Miriam,Manhattan,Entire home/apt,180.0,0.44999999999999996
Private 1st level studio near NYC,Rose,Brooklyn,Entire home/apt,27.0,49.82
Spacious Studio- Midtown Manhattan!,Megan,Manhattan,Entire home/apt,225.0,3.5
HOUSE SUITE,Hollis,Brooklyn,Entire home/apt,25.0,305.04
Amazing Private & Cozy Williamsburg Room *rooftop*,Matthew,Brooklyn,Private room,25.0,407.5
Master bedroom w/ private bathroom and free gym,Lika,Brooklyn,Private room,12.142857142857142,0.18
MODERN Luxury Hotel Residence in Midtown,Dee J,Manhattan,Entire home/apt,16.5,2.42
"Quiet, value & convenience in NYC's best hood!",Alexandra,Brooklyn,Entire home/apt,43.75,13.23
Private entrance Private roofdeck NO CLEANING FEE,Ryan,Manhattan,Private room,125.0,31.200000000000003
1 BR in loft / Bushwick,Pierre,Brooklyn,Private room,30.0,1.2
Great location w/ Terrace!,Kim,Brooklyn,Entire home/apt,33.0,12.219999999999999
Beautiful Greenwich Village Loft,Nikolaos,Manhattan,Entire home/apt,50.0,0.08
East Village sunny/new bedroom,Panayota,Manhattan,Private room,110.0,0.02
Designer 1BD w/ backyard space,Matt + Allie,Manhattan,Entire home/apt,315.0,0.08
Contemporary Luxury Studio Apartment,Aram,Brooklyn,Entire home/apt,4.933333333333334,5.92
Sunny and Spacious Brooklyn Apartment,Annika,Brooklyn,Entire home/apt,30.0,2.88
Spacious East Village Apartment,Nir,Manhattan,Private room,175.0,31.57
"Home Sweet Home!
Spring fling!",Roger,Manhattan,Private room,29.5,415.25
Comfy apt next to Central Park!,Val,Manhattan,Entire home/apt,139.0,0.02
"Room in Brooklyn, 20 min from Manh",Katya,Brooklyn,Private room,16.666666666666668,46.0
Penthouse on Park Ave,Simon,Manhattan,Entire home/apt,8.333333333333334,0.08
Cozy 1-bedroom apt ,Steven,Manhattan,Entire home/apt,52.5,44.1
Bedroom in 19th Century Charmer - Clinton Hill,Sarah,Brooklyn,Private room,37.5,1.2000000000000002
Restored Bungalow of Rockaway Beach,Maribel & Carolina,Queens,Entire home/apt,130.0,623.1
Elegant Quiet Spacious 2BD Brownstone Brooklyn NYC,Kevin & Yuan,Brooklyn,Entire home/apt,74.5,379.90000000000003
True one bedroom,Eli,Manhattan,Entire home/apt,200.0,0.21000000000000002
Bohemian 1 Bedroom Loft with city view,Vida,Brooklyn,Entire home/apt,4.966666666666667,0.12
Morning Side Heights Private Room,Nick,Manhattan,Private room,60.0,0.02
Cozy Private Room,Carol,Bronx,Private room,1.5357142857142858,4.5
"Beautiful, sunny, large 1BD!",L & R,Brooklyn,Entire home/apt,29.0,2.6399999999999997
Spacious 2 Bedroom apartment in Washington Heights,Matthias,Manhattan,Entire home/apt,2.8333333333333335,2.8000000000000003
1A GREAT  APT NEW YORK CITY !!!,Julia,Manhattan,Entire home/apt,9.166666666666666,28.08
"Pvt room in 2br/1bath, Crown Hghts",Farai,Brooklyn,Private room,33.333333333333336,0.24
Adorable sunny studio great area-For monthly stays,Jolie,Manhattan,Entire home/apt,3.5,0.08
Roomy West Village Studio,Victoria,Manhattan,Entire home/apt,125.0,0.18
Private Room in Hell's Kitchen NYC,Gaetano,Manhattan,Private room,87.5,753.88
"Comfy 4br, 2 full baths, 3 fls, 2 living rooms",Hill,Brooklyn,Entire home/apt,300.0,66.0
Another Large Room in Midtown Apartment,Anthony,Manhattan,Private room,3.1666666666666665,25.16
"Spacious 1 BDR in Astoria, Queens ",Zsuzsanna,Queens,Entire home/apt,75.0,0.08
Charming Upper East Side Studio,Anupam,Manhattan,Entire home/apt,11.9,2.64
One Bed Room Apt In Midtown East,Kenneth,Manhattan,Entire home/apt,82.5,2.31
Sugarhill  Studio,Angelina,Manhattan,Entire home/apt,40.0,10.559999999999999
Kosher Upper West Side Studio Apt,Chaz,Manhattan,Entire home/apt,37.25,4.5
"Clean, New Private Garden Level Apartment in BKLYN",Aron,Brooklyn,Entire home/apt,97.5,660.3
"quiet, sunny, floor-through brownstone",David,Brooklyn,Entire home/apt,43.333333333333336,0.55
Complete 1 bedroom near Columbia U,Martin,Manhattan,Entire home/apt,31.666666666666668,1.44
Midtown East Lovely Nice Studio,Jolie,Manhattan,Entire home/apt,4.166666666666667,0.5
Loft Studio Near UN Building-30 days min stay,Jolie,Manhattan,Entire home/apt,3.1666666666666665,0.18
"Cozy, CLEAN & SAFE room",Cesar,Queens,Private room,50.0,66.55
Monthly studio-heart of Manhattan,Jolie,Manhattan,Entire home/apt,2.8333333333333335,0.1
Spacious Sunny Brooklyn Sanctuary,Anna,Brooklyn,Private room,5.714285714285714,0.08
Private Roof 4 bedroom 2.5Baths 15m to Manhattan,Joe,Brooklyn,Entire home/apt,106.66666666666667,427.5
Big & Bright near Park & Museum,Joshua,Brooklyn,Private room,22.5,0.02
Times Square Cozy Studio ,Jolie,Manhattan,Entire home/apt,3.1666666666666665,0.44
"Private room in cozy, large UWS apt",Stephanie,Manhattan,Private room,28.333333333333332,0.8999999999999999
Cozy room in Prospect Heights,David,Brooklyn,Private room,6.076923076923077,1.52
"Quiet retreat, peaceful stay",Wesly/Jessica,Brooklyn,Private room,27.0,112.99999999999999
affordable and convenient Manhattan studio,Leslie,Manhattan,Entire home/apt,12.9,15.66
"Elegant NYC, 10mins to Manhattan!",Catherine,Queens,Private room,22.5,8.61
Amazing Artist Loft,Tanda,Brooklyn,Entire home/apt,127.0,1.84
Studio Apartment in Midtown,Leandro,Manhattan,Entire home/apt,79.5,4.96
Perfect private studio in NYC,Kaori,Manhattan,Entire home/apt,18.0,0.08
Comfy & Cozy in Best Hood in Bk,Alexandra,Brooklyn,Private room,17.0,39.949999999999996
A Mini Home Away From Home,Wendy,Brooklyn,Private room,15.0,0.44999999999999996
Lofty Brownstone Floor-Through,Danny,Brooklyn,Entire home/apt,27.5,0.03
1 BR in Spacious 4 BR duplex,Aaron,Brooklyn,Private room,38.0,0.03
Sunny & Cozy 1 Bedroom Apartment,Sophia,Brooklyn,Entire home/apt,50.0,0.18
Room in Airy Williamsburg Apt,Jennifer,Brooklyn,Private room,103.0,0.91
"Amazing 2BR (5) UES, (MIN 30 DAYS)",Elem,Manhattan,Entire home/apt,3.3,2.24
NYC Duplex + Terrace in East 60s ,Lindsay,Manhattan,Entire home/apt,61.666666666666664,0.91
Luxury Building $80 per night,Brian,Manhattan,Private room,21.5,0.12
Cozy Affordable Room Available In NYC!!,Olga,Manhattan,Private room,13.333333333333334,9.89
Lovely 2 Bedroom Family Apartment Close to City,Karen,Queens,Entire home/apt,82.5,121.80000000000001
Perfectly Located UpperWest Futon,Isabel,Manhattan,Shared room,17.5,332.32
Cat-sit in our Awesome Apartment!,Kelly,Brooklyn,Entire home/apt,285.7142857142857,0.15000000000000002
"Big, bright Park Slope 2.5 bedroom!",Ainsley,Brooklyn,Entire home/apt,58.333333333333336,3.5
Spacious Apt in Bushwick,Daniel,Brooklyn,Entire home/apt,95.0,0.02
Bright Comfy Room in East Village,Micheline,Manhattan,Private room,35.0,0.7000000000000001
Lovley loft in Williamsburg!,Golsana,Brooklyn,Entire home/apt,33.333333333333336,5.94
Modern Living,Chi,Brooklyn,Private room,37.5,0.63
Cozy 1 Bedroom Apt In Great Location!,Mel,Manhattan,Entire home/apt,56.333333333333336,306.8
Times Square Midtown Mahattan Room,Kai,Manhattan,Private room,99.0,0.55
Bright & Spacious GP/N Williamsburg,Phoebe,Brooklyn,Private room,17.5,0.66
Spacious Sunny 2 Bedroom Close to the Subway!,Lindsey,Brooklyn,Entire home/apt,9.285714285714286,23.759999999999998
1BR apartment in the heart of SoHo,Brian,Manhattan,Entire home/apt,90.0,2.42
Sunlit Room in Brooklyn Brownstone,Jillian,Brooklyn,Private room,16.0,0.03
Charming & sunny studio apartment,Michael,Manhattan,Entire home/apt,3.96,4.8
bright and clean! vintage style!,Alex,Brooklyn,Private room,99.0,66.69999999999999
Astoria Gem: 15min. From Manhattan,Adreanna,Queens,Entire home/apt,150.0,0.18
HUGE SUNNY SUITE w Private Entrance 3 min to city,T-Po,Brooklyn,Private room,36.5,27.689999999999998
Comfortable and Cozy!,Sheila,Manhattan,Private room,80.0,1.71
Private bedroom,Giorgi,Manhattan,Private room,80.0,35.49
"Spacious, sunlit room w/balconies by Central Park",Sonam And Roommates,Manhattan,Private room,85.0,24.14
Large private room in the sky,Jun,Brooklyn,Private room,100.0,0.02
Modern fully furnished bedroom,Barry,Brooklyn,Private room,21.25,0.14
"103rd st/lex/clean, Comfort and big  room",Mj,Manhattan,Private room,13.0,1.54
Queen Room in Penthouse Fidi Apt,Herbie,Manhattan,Private room,150.0,0.02
Beautiful Room by Central Park,Lisa,Manhattan,Private room,200.0,0.02
"Super spacious cozy one-bedroom apartment, Astoria",Milena,Queens,Entire home/apt,8.857142857142858,1.2
"Chill 2B UWS, close to A,C,E/1,2,3",Robert,Manhattan,Entire home/apt,50.0,0.02
1 Bedroom Apt. in Nolita/Chinatown,Bobby,Manhattan,Entire home/apt,80.0,0.72
Well-kept Studio/♥ of Chelsea,Ra-Ey,Manhattan,Entire home/apt,66.66666666666667,0.91
Spacious 1BR By Prospect Park,Oded,Brooklyn,Entire home/apt,139.0,35.2
"Huge, Sunny Bedroom in Bushwick",Ronnie,Brooklyn,Private room,12.25,6.6499999999999995
